Date,Category,Vendor,Amount,Notes
2025-01-02,Software,Office Depot,2356.99,Reimbursable
2025-05-21,Supplies,Restaurant Group,2147.11,Pending
2025-09-08,Hardware,TechTrain Inc,2234.76,
2025-10-03,Hardware,AWS,2348.64,Pending
2025-12-11,Supplies,Office Depot,1766.51,Pending
2025-11-23,Meals,Office Depot,2164.9,Paid
2025-10-03,Hardware,Acme Corp,1869.28,Pending
2025-10-09,Travel,AWS,735.55,Pending
2025-05-05,Travel,Acme Corp,1331.2,Reimbursable
2025-10-13,Meals,Restaurant Group,108.76,Pending
2025-10-28,Training,TechTrain Inc,78.6,Pending
2025-03-09,Training,TechTrain Inc,834.1,Pending
2025-05-12,Supplies,Office Depot,959.52,
2025-04-28,Meals,Acme Corp,188.02,
2025-01-09,Hardware,Restaurant Group,2323.18,
2025-04-10,Hardware,Acme Corp,1299.88,Pending
2025-09-09,Software,Restaurant Group,858.37,Reimbursable
2025-11-18,Meals,AWS,2468.67,Reimbursable
2025-05-22,Travel,Restaurant Group,305.42,Pending
2025-02-08,Meals,TechTrain Inc,1374.96,
2025-03-24,Software,Acme Corp,2372.55,Paid
2025-02-24,Software,AWS,629.22,
2025-06-23,Meals,Office Depot,69.49,Paid
2025-06-27,Hardware,TechTrain Inc,437.32,Pending
2025-08-26,Software,AWS,141.66,Reimbursable
2025-07-28,Supplies,Restaurant Group,2391.98,
2025-01-13,Travel,Office Depot,2095.08,Pending
2025-11-15,Supplies,TechTrain Inc,1894.3,Paid
2025-11-06,Training,TechTrain Inc,954.85,Pending
2025-10-24,Training,Office Depot,1576.75,
2025-12-12,Supplies,AWS,1256.89,Paid
2025-03-14,Meals,AWS,301.51,Reimbursable
2025-01-08,Hardware,TechTrain Inc,1848.08,Pending
2025-09-09,Hardware,Office Depot,2462.1,
2025-11-10,Hardware,TechTrain Inc,1196.01,Pending
2025-03-20,Training,Office Depot,580.56,Pending
2025-10-03,Training,TechTrain Inc,1291.13,Paid
2025-01-15,Meals,Restaurant Group,1017.64,
2025-02-23,Training,AWS,1717.17,
2025-12-28,Training,Restaurant Group,639.88,
2025-01-08,Meals,Office Depot,2172.04,Paid
2025-11-23,Meals,AWS,197.4,
2025-08-21,Supplies,Office Depot,1223.99,
2025-03-23,Travel,Office Depot,614.01,Reimbursable
2025-03-07,Software,Office Depot,1594.93,
2025-01-02,Software,AWS,1365.07,Paid
2025-06-07,Travel,AWS,2412.63,
2025-01-20,Meals,Restaurant Group,492.26,Pending
2025-02-01,Hardware,Acme Corp,943.52,Pending
2025-09-07,Hardware,Acme Corp,617.79,
2025-09-11,Training,Office Depot,839.61,Pending
2025-01-16,Travel,TechTrain Inc,1487.24,
2025-07-27,Hardware,Restaurant Group,1846.7,Pending
2025-10-19,Hardware,TechTrain Inc,2176.94,Paid
2025-10-08,Training,Office Depot,539.34,Pending
2025-09-15,Training,AWS,1710.87,Reimbursable
2025-02-17,Supplies,Office Depot,2065.8,Pending
2025-01-15,Supplies,Restaurant Group,868.19,Reimbursable
2025-05-09,Supplies,Acme Corp,1749.64,Paid
2025-04-20,Travel,TechTrain Inc,1955.36,
2025-09-11,Supplies,Acme Corp,498.52,Pending
2025-08-03,Meals,AWS,484.78,Paid
2025-08-15,Supplies,AWS,315.86,Pending
2025-04-20,Hardware,Restaurant Group,1589.69,
2025-07-13,Meals,Acme Corp,997.35,Paid
2025-06-19,Travel,Acme Corp,594.51,
2025-09-06,Supplies,TechTrain Inc,101.39,Reimbursable
2025-10-13,Travel,TechTrain Inc,2097.53,Pending
2025-01-05,Training,Acme Corp,969.99,Reimbursable
2025-03-10,Software,Restaurant Group,1991.4,
2025-01-26,Travel,TechTrain Inc,322.78,Paid
2025-08-12,Training,AWS,1371.37,Paid
2025-02-16,Software,Restaurant Group,1935.87,
2025-09-23,Travel,TechTrain Inc,2092.95,Reimbursable
2025-04-20,Supplies,Acme Corp,1025.88,
2025-01-18,Meals,TechTrain Inc,387.64,Reimbursable
2025-05-24,Software,AWS,1239.93,Pending
2025-06-01,Supplies,TechTrain Inc,1251.09,Reimbursable
2025-03-26,Software,AWS,1454.44,Reimbursable
2025-03-21,Hardware,Office Depot,2488.2,Reimbursable
2025-09-04,Travel,Restaurant Group,860.86,Reimbursable
2025-04-03,Supplies,Acme Corp,1472.24,
2025-12-25,Hardware,Office Depot,2279.5,Pending
2025-02-21,Training,Office Depot,1687.72,Reimbursable
2025-03-13,Training,AWS,923.9,Paid
2025-01-11,Supplies,Restaurant Group,357.65,Paid
2025-09-15,Meals,TechTrain Inc,401.29,
2025-07-17,Meals,TechTrain Inc,683.15,
2025-08-13,Supplies,Acme Corp,1246.0,Paid
2025-10-23,Travel,AWS,1497.28,
2025-06-17,Meals,Acme Corp,2080.28,Paid
2025-04-01,Travel,Restaurant Group,2432.03,Paid
2025-01-27,Meals,TechTrain Inc,1819.58,Pending
2025-08-10,Supplies,AWS,255.99,Reimbursable
2025-02-26,Training,Restaurant Group,1802.59,Paid
2025-08-23,Supplies,TechTrain Inc,2490.99,Pending
2025-11-28,Travel,Restaurant Group,577.75,
2025-01-24,Training,Restaurant Group,611.31,
2025-09-22,Travel,Office Depot,218.69,
2025-04-27,Travel,AWS,685.71,Pending
2025-10-07,Software,AWS,1427.16,Pending
2025-12-03,Hardware,AWS,527.74,
2025-05-07,Hardware,TechTrain Inc,231.46,Reimbursable
2025-02-20,Training,Restaurant Group,2396.66,Reimbursable
2025-03-13,Software,Office Depot,304.01,Pending
2025-09-13,Travel,Restaurant Group,2384.54,Pending
2025-01-12,Software,AWS,1966.17,Paid
2025-04-19,Travel,TechTrain Inc,1396.64,Paid
2025-10-27,Hardware,Acme Corp,606.27,Paid
2025-11-01,Meals,Restaurant Group,339.32,Paid
2025-10-27,Supplies,TechTrain Inc,1817.17,Pending
2025-05-05,Travel,TechTrain Inc,81.24,
2025-05-18,Software,TechTrain Inc,1924.3,Paid
2025-11-22,Supplies,AWS,464.46,Pending
2025-12-16,Software,TechTrain Inc,404.65,
2025-09-07,Hardware,Acme Corp,17.92,Pending
2025-03-07,Hardware,Restaurant Group,931.13,
2025-05-06,Hardware,AWS,1084.29,Pending
2025-03-14,Travel,Acme Corp,861.52,Paid
2025-12-01,Travel,TechTrain Inc,836.17,Reimbursable
2025-09-22,Meals,TechTrain Inc,519.26,Reimbursable
2025-05-09,Software,Acme Corp,1734.73,Reimbursable
2025-10-14,Training,Restaurant Group,126.48,Pending
2025-05-02,Meals,Acme Corp,1866.04,Pending
2025-02-15,Training,AWS,871.41,Pending
2025-07-18,Hardware,TechTrain Inc,2447.36,Reimbursable
2025-06-02,Software,AWS,240.83,Reimbursable
2025-12-23,Supplies,Restaurant Group,1901.39,Pending
2025-12-24,Training,Acme Corp,2219.18,Pending
2025-12-19,Meals,AWS,73.37,Reimbursable
2025-04-28,Training,Office Depot,399.62,
2025-04-27,Training,AWS,2271.01,Reimbursable
2025-03-09,Meals,Office Depot,2446.25,Reimbursable
2025-08-18,Software,Restaurant Group,1656.47,
2025-09-04,Software,TechTrain Inc,2088.63,
2025-03-21,Travel,Restaurant Group,1724.62,Reimbursable
2025-12-25,Hardware,Acme Corp,225.23,Pending
2025-07-24,Travel,TechTrain Inc,996.64,Paid
2025-02-09,Software,Restaurant Group,293.8,Paid
2025-07-19,Training,Restaurant Group,1950.05,Reimbursable
2025-12-17,Travel,AWS,800.15,Pending
2025-03-20,Training,AWS,24.37,Paid
2025-07-10,Meals,AWS,1839.44,Pending
2025-06-19,Training,TechTrain Inc,1870.57,Pending
2025-05-25,Software,TechTrain Inc,2233.63,Paid
2025-04-27,Supplies,AWS,653.53,Reimbursable
2025-03-24,Meals,AWS,1563.39,Reimbursable
2025-10-06,Hardware,AWS,1610.11,Pending
2025-09-27,Travel,Office Depot,1758.45,Pending
2025-03-24,Hardware,AWS,2055.49,Reimbursable
2025-07-20,Supplies,Restaurant Group,1999.38,Reimbursable
2025-08-24,Travel,AWS,304.48,Paid
2025-10-10,Meals,Office Depot,1438.22,
2025-04-07,Meals,Restaurant Group,1464.82,
2025-06-07,Hardware,Office Depot,1832.0,Paid
2025-11-24,Training,AWS,2489.77,Reimbursable
2025-02-19,Supplies,AWS,444.94,Pending
2025-08-04,Travel,Restaurant Group,2441.71,Pending
2025-03-28,Travel,Acme Corp,1299.58,Reimbursable
2025-09-11,Training,TechTrain Inc,783.52,
2025-12-17,Meals,AWS,588.68,
2025-04-26,Training,Acme Corp,940.75,Pending
2025-09-09,Training,TechTrain Inc,139.51,Reimbursable
2025-08-13,Supplies,Restaurant Group,85.22,Reimbursable
2025-07-18,Training,Acme Corp,90.99,
2025-01-25,Travel,Acme Corp,296.04,
2025-05-21,Meals,Acme Corp,857.86,Pending
2025-07-19,Travel,Acme Corp,60.3,Pending
2025-11-14,Training,Restaurant Group,2299.54,Pending
2025-06-24,Hardware,AWS,1540.57,
2025-02-01,Hardware,AWS,1880.64,
2025-01-01,Hardware,Acme Corp,773.31,Reimbursable
2025-02-08,Meals,Acme Corp,1223.32,Pending
2025-04-13,Hardware,Acme Corp,1634.31,Reimbursable
2025-02-21,Hardware,Office Depot,1624.23,Paid
2025-12-01,Training,Acme Corp,72.33,
2025-12-24,Software,Office Depot,2233.72,Paid
2025-09-06,Supplies,AWS,2392.0,Pending
2025-01-21,Travel,Office Depot,1288.32,Reimbursable
2025-01-16,Training,AWS,1904.39,Reimbursable
2025-11-14,Hardware,TechTrain Inc,2095.15,Paid
2025-03-08,Software,TechTrain Inc,1498.01,
2025-11-02,Software,TechTrain Inc,673.07,Paid
2025-06-11,Software,AWS,1391.57,Reimbursable
2025-12-11,Meals,Office Depot,1362.47,
2025-04-13,Supplies,Office Depot,2092.95,Paid
2025-03-25,Supplies,AWS,504.47,Reimbursable
