Date,Category,Vendor,Amount,Notes
2025-03-10,Training,Acme Corp,1483.26,
2025-03-16,Software,AWS,104.78,Pending
2025-05-08,Travel,Acme Corp,1753.82,Reimbursable
2025-06-24,Hardware,AWS,261.1,Paid
2025-01-13,Hardware,AWS,2040.31,Reimbursable
2025-05-13,Travel,TechTrain Inc,826.53,
2025-08-12,Training,TechTrain Inc,1959.56,
2025-04-15,Training,AWS,2041.35,
2025-03-06,Software,AWS,1369.72,
2025-12-24,Training,Restaurant Group,1461.14,Pending
2025-02-22,Hardware,Office Depot,2033.65,Reimbursable
2025-07-15,Training,TechTrain Inc,729.45,Pending
2025-10-24,Meals,Acme Corp,1029.15,Paid
2025-11-28,Supplies,AWS,2217.02,Pending
2025-10-07,Meals,AWS,1062.05,Paid
2025-04-27,Travel,Acme Corp,1181.93,Reimbursable
2025-09-04,Hardware,Acme Corp,358.54,Pending
2025-04-14,Meals,Office Depot,335.22,Paid
2025-09-15,Travel,TechTrain Inc,1769.29,Paid
2025-03-01,Hardware,Acme Corp,772.79,Reimbursable
2025-12-03,Training,Office Depot,439.78,Reimbursable
2025-04-14,Supplies,AWS,190.11,Paid
2025-09-01,Hardware,Restaurant Group,2178.86,Pending
2025-07-01,Supplies,Restaurant Group,2308.8,Reimbursable
2025-10-09,Travel,Acme Corp,826.42,Paid
2025-07-01,Hardware,Office Depot,1632.44,
2025-06-02,Travel,TechTrain Inc,19.24,
2025-02-13,Training,TechTrain Inc,876.81,
2025-07-19,Meals,AWS,1745.15,Reimbursable
2025-11-09,Travel,Office Depot,218.01,
2025-06-15,Hardware,Acme Corp,77.45,Pending
2025-04-15,Hardware,Restaurant Group,2318.59,Reimbursable
2025-11-05,Supplies,Restaurant Group,579.15,Reimbursable
2025-11-27,Training,Acme Corp,1659.31,
2025-06-18,Hardware,TechTrain Inc,1902.6,Pending
2025-03-23,Training,Restaurant Group,1313.88,Paid
2025-07-16,Meals,TechTrain Inc,1888.7,Pending
2025-07-18,Hardware,Office Depot,1088.07,Paid
2025-10-11,Supplies,Restaurant Group,1188.39,Reimbursable
2025-12-01,Hardware,AWS,2092.85,Paid
2025-11-07,Hardware,Office Depot,1327.47,Pending
2025-04-03,Travel,AWS,14.2,Pending
2025-08-21,Travel,Acme Corp,152.98,Paid
2025-04-24,Supplies,AWS,1894.92,Pending
2025-11-02,Meals,Office Depot,1234.91,
2025-08-02,Supplies,Office Depot,1685.94,Reimbursable
2025-08-05,Training,Office Depot,1113.98,
2025-01-07,Training,Office Depot,268.11,Reimbursable
2025-09-06,Travel,Office Depot,277.19,Reimbursable
2025-07-01,Travel,Acme Corp,1653.64,
2025-03-19,Meals,TechTrain Inc,2416.43,Reimbursable
2025-10-11,Training,Restaurant Group,890.62,Paid
2025-06-19,Supplies,AWS,1800.81,
2025-06-18,Meals,AWS,677.14,Paid
